# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
41.7007        	U              	(3.87757785e-01 -5.55816218e-01 -5.36352886e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33175077e+00 6.49372011e-02 8.36134468e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
41.7687        	p              	-5.42721377e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38578978e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
41.7687        	U              	(3.87725819e-01 -5.55771998e-01 -5.36288559e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33160071e+00 6.53367910e-02 8.35700890e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
41.8367        	p              	-5.42499968e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38605968e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
41.8367        	U              	(3.87693870e-01 -5.55727780e-01 -5.36221458e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33144954e+00 6.57347511e-02 8.35226044e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
41.9048        	p              	-5.42340282e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38602752e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
41.9048        	U              	(3.87661961e-01 -5.55683588e-01 -5.36155750e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33129759e+00 6.61309091e-02 8.34790384e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
41.9728        	p              	-5.42183558e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38596764e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
41.9728        	U              	(3.87630107e-01 -5.55639441e-01 -5.36090330e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33114506e+00 6.65251988e-02 8.34354571e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.0408        	p              	-5.42016592e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38590803e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.0408        	U              	(3.87598303e-01 -5.55595327e-01 -5.36024805e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33099214e+00 6.69175983e-02 8.33920307e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.1088        	p              	-5.41853475e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38585022e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.1088        	U              	(3.87566558e-01 -5.55551262e-01 -5.35959698e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33083892e+00 6.73081474e-02 8.33476933e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.1769        	p              	-5.41689936e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38578501e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.1769        	U              	(3.87534866e-01 -5.55507233e-01 -5.35894529e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33068542e+00 6.76968822e-02 8.33025807e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.2449        	p              	-5.41532157e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38571831e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.2449        	U              	(3.87503248e-01 -5.55463276e-01 -5.35830122e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33053177e+00 6.80837751e-02 8.32584162e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.3129        	p              	-5.41378690e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38562950e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.3129        	U              	(3.87471704e-01 -5.55419389e-01 -5.35765721e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33037800e+00 6.84687906e-02 8.32142211e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.381         	p              	-5.41228271e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38553353e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.381         	U              	(3.87440235e-01 -5.55375578e-01 -5.35701601e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33022415e+00 6.88519041e-02 8.31701285e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.449         	p              	-5.41047066e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38562570e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.449         	U              	(3.87408835e-01 -5.55331843e-01 -5.35637586e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33007008e+00 6.92334490e-02 8.31208099e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.517         	p              	-5.40894033e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38556856e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.517         	U              	(3.87377514e-01 -5.55288197e-01 -5.35573989e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32991587e+00 6.96132789e-02 8.30751170e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.585         	p              	-5.40750620e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38550313e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.585         	U              	(3.87346280e-01 -5.55244650e-01 -5.35510734e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32976150e+00 6.99913588e-02 8.30289892e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.6531        	p              	-5.40591055e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38543933e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.6531        	U              	(3.87315121e-01 -5.55201179e-01 -5.35447267e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32960709e+00 7.03675734e-02 8.29847206e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.7211        	p              	-5.40397367e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38538480e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.7211        	U              	(3.87284037e-01 -5.55157783e-01 -5.35384094e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32945257e+00 7.07420151e-02 8.29382179e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.7891        	p              	-5.40266448e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38537026e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.7891        	U              	(3.87253042e-01 -5.55114490e-01 -5.35321539e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32929761e+00 7.11150944e-02 8.28847377e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.8571        	p              	-5.40100730e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38533311e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.8571        	U              	(3.87222099e-01 -5.55071225e-01 -5.35257935e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32914240e+00 7.14865636e-02 8.28372697e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.9252        	p              	-5.39937722e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38529765e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.9252        	U              	(3.87191239e-01 -5.55028047e-01 -5.35195755e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32898677e+00 7.18565468e-02 8.27853106e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
42.9932        	p              	-5.39770569e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38527239e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
42.9932        	U              	(3.87160475e-01 -5.54984983e-01 -5.35133824e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32883042e+00 7.22253138e-02 8.27278303e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.0612        	p              	-5.39613007e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38515099e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.0612        	U              	(3.87129784e-01 -5.54941980e-01 -5.35071277e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32867462e+00 7.25918560e-02 8.26927772e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.1293        	p              	-5.39408508e-01	(4.46480664e+00 -1.03601258e+00 2.24624834e-17)	5.38525830e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.1293        	U              	(3.87099091e-01 -5.54898918e-01 -5.35007253e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32852003e+00 7.29559151e-02 8.26601241e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.1973        	p              	-5.39213173e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38517954e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.1973        	U              	(3.87068533e-01 -5.54856048e-01 -5.34947744e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32836570e+00 7.33181571e-02 8.26116261e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.2653        	p              	-5.39174074e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38511879e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.2653        	U              	(3.87038045e-01 -5.54813248e-01 -5.34885271e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32821302e+00 7.36775190e-02 8.25917891e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.3333        	p              	-5.39125180e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38508881e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.3333        	U              	(3.87007721e-01 -5.54770694e-01 -5.34826323e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32806003e+00 7.40354859e-02 8.25343472e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.4014        	p              	-5.39142690e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38511011e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.4014        	U              	(3.86977522e-01 -5.54728314e-01 -5.34765616e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32790665e+00 7.43922927e-02 8.24827275e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.4694        	p              	-5.39174098e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38512322e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.4694        	U              	(3.86947432e-01 -5.54686077e-01 -5.34705167e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32775315e+00 7.47477823e-02 8.24352105e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.5374        	p              	-5.39265708e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38512752e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.5374        	U              	(3.86917434e-01 -5.54643952e-01 -5.34644662e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32759976e+00 7.51018217e-02 8.23891644e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.6054        	p              	-5.39090569e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38511234e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.6054        	U              	(3.86887538e-01 -5.54601956e-01 -5.34584807e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32744655e+00 7.54543529e-02 8.23430828e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.6735        	p              	-5.38594940e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38507239e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.6735        	U              	(3.86857816e-01 -5.54560220e-01 -5.34527022e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32729342e+00 7.58054882e-02 8.22945546e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.7415        	p              	-5.38438555e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38505913e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.7415        	U              	(3.86828266e-01 -5.54518746e-01 -5.34468845e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32714038e+00 7.61552399e-02 8.22462947e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.8095        	p              	-5.38389012e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38505415e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.8095        	U              	(3.86798880e-01 -5.54477517e-01 -5.34410808e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32698738e+00 7.65036449e-02 8.21973601e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.8776        	p              	-5.38322822e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38502946e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.8776        	U              	(3.86769619e-01 -5.54436461e-01 -5.34352114e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32683479e+00 7.68503901e-02 8.21548071e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
43.9456        	p              	-5.38250050e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38499849e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
43.9456        	U              	(3.86740464e-01 -5.54395544e-01 -5.34293591e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32668281e+00 7.71953612e-02 8.21135749e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.0136        	p              	-5.38087328e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38497968e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.0136        	U              	(3.86711381e-01 -5.54354698e-01 -5.34234454e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32653167e+00 7.75384022e-02 8.20756357e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.0819        	p              	-5.37884465e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38496369e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.0819        	U              	(3.86681670e-01 -5.54314169e-01 -5.35339826e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32638043e+00 7.78813818e-02 8.22588378e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.1502        	p              	-5.37718063e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38498073e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.1502        	U              	(3.86652166e-01 -5.54273818e-01 -5.35517990e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32622956e+00 7.82230774e-02 8.22577559e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.2186        	p              	-5.37457027e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38508595e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.2186        	U              	(3.86623032e-01 -5.54233433e-01 -5.35461282e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32607911e+00 7.85635195e-02 8.22127139e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.2869        	p              	-5.37281129e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38517102e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.2869        	U              	(3.86594188e-01 -5.54193089e-01 -5.35404441e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32592911e+00 7.89027710e-02 8.21673841e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.3552        	p              	-5.37160477e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38496410e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.3552        	U              	(3.86565575e-01 -5.54152907e-01 -5.35348222e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32577970e+00 7.92407315e-02 8.21245841e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.4235        	p              	-5.37070372e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38455830e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.4235        	U              	(3.86537183e-01 -5.54112988e-01 -5.35292945e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32563100e+00 7.95772472e-02 8.20837300e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.4918        	p              	-5.36900750e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38454959e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.4918        	U              	(3.86508976e-01 -5.54073340e-01 -5.35237482e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32548291e+00 7.99124517e-02 8.20399337e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.5601        	p              	-5.36706715e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38452929e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.5601        	U              	(3.86480967e-01 -5.54034001e-01 -5.35182947e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32533536e+00 8.02463909e-02 8.19961161e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.6285        	p              	-5.36528959e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38456375e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.6285        	U              	(3.86453075e-01 -5.53994825e-01 -5.35126482e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32518850e+00 8.05789501e-02 8.19551893e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.6968        	p              	-5.36326116e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38456645e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.6968        	U              	(3.86425299e-01 -5.53955800e-01 -5.35070942e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32504239e+00 8.09101667e-02 8.19138950e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.7651        	p              	-5.36166491e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38455132e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.7651        	U              	(3.86397635e-01 -5.53916918e-01 -5.35015554e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32489708e+00 8.12400578e-02 8.18731872e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.8334        	p              	-5.35951563e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38445048e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.8334        	U              	(3.86370158e-01 -5.53878309e-01 -5.34962452e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32475246e+00 8.15686840e-02 8.18315481e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.9017        	p              	-5.35670151e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38473442e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.9017        	U              	(3.86342855e-01 -5.53839978e-01 -5.34908874e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32460844e+00 8.18957407e-02 8.17855159e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
44.9701        	p              	-5.35446363e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38473728e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
44.9701        	U              	(3.86315757e-01 -5.53801966e-01 -5.34856388e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32446479e+00 8.22213546e-02 8.17370671e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
45.0384        	p              	-5.35224867e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38475923e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
45.0384        	U              	(3.86288877e-01 -5.53764294e-01 -5.34804373e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32432132e+00 8.25457502e-02 8.16869924e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
45.1067        	p              	-5.35010037e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38472250e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
45.1067        	U              	(3.86262213e-01 -5.53726962e-01 -5.34752670e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32417795e+00 8.28692041e-02 8.16351682e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
45.175         	p              	-5.34793065e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38470074e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
45.175         	U              	(3.86235766e-01 -5.53689966e-01 -5.34701360e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32403477e+00 8.31917627e-02 8.15851794e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
45.2433        	p              	-5.34576356e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38464677e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
45.2433        	U              	(3.86209527e-01 -5.53653284e-01 -5.34650201e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32389213e+00 8.35130841e-02 8.15427253e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
45.3116        	p              	-5.34350785e-01	(4.71977461e+00 -1.03520016e+00 2.09487813e-17)	5.38460831e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
45.3116        	U              	(3.86183482e-01 -5.53616891e-01 -5.34599163e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32375002e+00 8.38331981e-02 8.14987460e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
