# Forces       
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         forces(pressure viscous porous)	moments(pressure viscous porous)
129.899        	((1.20842280e+00 -7.58808159e-01 -3.25769930e-19) (2.26958877e-01 -5.21534580e-02 2.45319048e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.04383796e-19 1.86748656e-19 3.46337549e-08) (-1.51439328e-18 3.77294195e-19 1.04627250e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
129.956        	((1.21202550e+00 -7.65231223e-01 -3.26214298e-19) (2.27334769e-01 -5.40096199e-02 2.43940321e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.05296914e-19 1.87240536e-19 3.49699961e-08) (-1.51684717e-18 3.97841744e-19 1.02354344e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.013        	((1.21536347e+00 -7.70996047e-01 -3.26633985e-19) (2.27702211e-01 -5.57863878e-02 2.67955638e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06111132e-19 1.87685738e-19 3.52770738e-08) (-1.52339297e-18 3.93886749e-19 9.99147930e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.069        	((1.21857912e+00 -7.76088578e-01 -3.27059268e-19) (2.28049892e-01 -5.74859277e-02 2.92587130e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06814824e-19 1.88120445e-19 3.54940018e-08) (-1.53086087e-18 3.87373890e-19 9.73411489e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.126        	((1.22157391e+00 -7.79115878e-01 -3.27418815e-19) (2.28387102e-01 -5.91092166e-02 3.12433782e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.07195102e-19 1.88532184e-19 3.55721528e-08) (-1.53785154e-18 3.84405997e-19 9.45992805e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.183        	((1.22406132e+00 -7.81650364e-01 -3.28000827e-19) (2.28722616e-01 -6.06515013e-02 3.32190658e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.07504594e-19 1.88872158e-19 3.55926985e-08) (-1.54423891e-18 3.82842214e-19 9.17038457e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.239        	((1.22719668e+00 -7.82696768e-01 -3.28740551e-19) (2.29059100e-01 -6.21184769e-02 3.64016958e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.07576071e-19 1.89322608e-19 3.55417596e-08) (-1.55085444e-18 3.67626782e-19 8.86403252e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.295        	((1.22991443e+00 -7.83388122e-01 -3.29109130e-19) (2.29394571e-01 -6.35117963e-02 3.92377659e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.07599575e-19 1.89726196e-19 3.54438415e-08) (-1.55666754e-18 3.54340056e-19 8.54151473e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.351        	((1.23181468e+00 -7.83246456e-01 -3.29425142e-19) (2.29719310e-01 -6.48212951e-02 4.17901222e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.07491995e-19 1.90019051e-19 3.52951608e-08) (-1.56200664e-18 3.42444205e-19 8.20833781e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.408        	((1.23368385e+00 -7.81746563e-01 -3.29680995e-19) (2.30014891e-01 -6.60437453e-02 4.40806631e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.07175072e-19 1.90307457e-19 3.51336922e-08) (-1.56700258e-18 3.31590380e-19 7.86541747e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.464        	((1.23519976e+00 -7.79702286e-01 -3.30295574e-19) (2.30282140e-01 -6.71798064e-02 4.62774382e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06776487e-19 1.90559832e-19 3.48728332e-08) (-1.57184358e-18 3.20257430e-19 7.51586134e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.52         	((1.23639589e+00 -7.76497519e-01 -3.30109673e-19) (2.30530466e-01 -6.82328642e-02 4.83374338e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06197975e-19 1.90757045e-19 3.45675650e-08) (-1.57515460e-18 3.09275655e-19 7.16020131e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.576        	((1.23804759e+00 -7.72169008e-01 -3.30355119e-19) (2.30766166e-01 -6.92017630e-02 5.01656218e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.05448390e-19 1.91033226e-19 3.42024493e-08) (-1.57849373e-18 2.98896873e-19 6.79662262e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.631        	((1.23910617e+00 -7.66944277e-01 -3.30711525e-19) (2.30992419e-01 -7.00833227e-02 5.21633030e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.04559245e-19 1.91237900e-19 3.38055669e-08) (-1.57891430e-18 2.87500719e-19 6.42920691e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.687        	((1.23955961e+00 -7.61341540e-01 -3.30769918e-19) (2.31208382e-01 -7.08856420e-02 5.42519480e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.03619922e-19 1.91342816e-19 3.34251095e-08) (-1.57754477e-18 2.75003129e-19 6.05351696e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.743        	((1.23989355e+00 -7.54674366e-01 -3.30997049e-19) (2.31413683e-01 -7.16159394e-02 5.66416688e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.02519434e-19 1.91418377e-19 3.31114864e-08) (-1.57641499e-18 2.58160573e-19 5.65933398e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.799        	((1.24011169e+00 -7.46763623e-01 -3.30952948e-19) (2.31598526e-01 -7.22574546e-02 5.89343443e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.01225189e-19 1.91490991e-19 3.26869100e-08) (-1.57494235e-18 2.40217769e-19 5.25585085e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.854        	((1.24038716e+00 -7.39327092e-01 -3.31342966e-19) (2.31761044e-01 -7.28074177e-02 6.06776860e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.00011178e-19 1.91560682e-19 3.23260886e-08) (-1.57078795e-18 2.27160978e-19 4.85370781e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.91         	((1.23928896e+00 -7.29175816e-01 -3.31126990e-19) (2.31889121e-01 -7.32473188e-02 6.13856625e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.83873681e-20 1.91435719e-19 3.18490365e-08) (-1.56141996e-18 2.20598040e-19 4.44817402e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130.965        	((1.23856964e+00 -7.19218653e-01 -3.30893761e-19) (2.32002966e-01 -7.35812378e-02 6.17832596e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.67915884e-20 1.91359689e-19 3.14100610e-08) (-1.55133782e-18 2.15648460e-19 4.04194583e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.021        	((1.23767974e+00 -7.09018180e-01 -3.30864234e-19) (2.32098362e-01 -7.38117039e-02 6.19502970e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.51770853e-20 1.91245490e-19 3.09761659e-08) (-1.54019791e-18 2.11590232e-19 3.63356386e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.076        	((1.23644201e+00 -6.97324023e-01 -3.30766269e-19) (2.32173796e-01 -7.39315670e-02 6.19853862e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.33376596e-20 1.91079176e-19 3.05194846e-08) (-1.52811813e-18 2.07367717e-19 3.22767903e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.131        	((1.23512501e+00 -6.85273293e-01 -3.30759674e-19) (2.32234589e-01 -7.39567000e-02 6.18410001e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.14401281e-20 1.90889292e-19 3.01475678e-08) (-1.51498426e-18 2.03682682e-19 2.81067717e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.187        	((1.23346072e+00 -6.72185050e-01 -3.30328096e-19) (2.32279199e-01 -7.38872706e-02 6.15315545e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.94183459e-20 1.90648577e-19 2.97556534e-08) (-1.50051026e-18 2.00062075e-19 2.38500569e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.242        	((1.23124388e+00 -6.58383361e-01 -3.30285241e-19) (2.32297976e-01 -7.37244785e-02 6.09483716e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.72770582e-20 1.90329344e-19 2.92652856e-08) (-1.48456742e-18 1.97555634e-19 1.95505554e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.298        	((1.22893918e+00 -6.43968807e-01 -3.29988072e-19) (2.32297316e-01 -7.34885451e-02 5.90421147e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.50515165e-20 1.89984084e-19 2.88703978e-08) (-1.45669704e-18 1.96999043e-19 1.52870635e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.353        	((1.22693559e+00 -6.29380273e-01 -3.29442210e-19) (2.32271925e-01 -7.32005469e-02 5.74127443e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.27935465e-20 1.89683435e-19 2.84777034e-08) (-1.43629394e-18 1.93919051e-19 1.09567895e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.409        	((1.22403848e+00 -6.12815768e-01 -3.29277167e-19) (2.32214836e-01 -7.28461786e-02 5.57473434e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.02520491e-20 1.89234925e-19 2.82043939e-08) (-1.41895956e-18 1.88899306e-19 6.63228466e-04) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.464        	((1.22133363e+00 -5.96509608e-01 -3.28862979e-19) (2.32135297e-01 -7.24178852e-02 5.42955715e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.77541189e-20 1.88808130e-19 2.79812609e-08) (-1.40156242e-18 1.81316196e-19 2.34740039e-04) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.519        	((1.21821465e+00 -5.79515225e-01 -3.28310875e-19) (2.32041083e-01 -7.19144790e-02 5.31294545e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.51603717e-20 1.88307879e-19 2.78288544e-08) (-1.38329798e-18 1.70626734e-19 -1.97338417e-04) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.575        	((1.21514185e+00 -5.61367145e-01 -3.27976506e-19) (2.31931432e-01 -7.13307154e-02 5.18547458e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.23951489e-20 1.87809345e-19 2.76679543e-08) (-1.36752529e-18 1.59256926e-19 -6.20594282e-04) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.63         	((1.21204244e+00 -5.43585223e-01 -3.27328868e-19) (2.31809159e-01 -7.06764938e-02 5.06091680e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.96890230e-20 1.87298256e-19 2.75660613e-08) (-1.35257183e-18 1.46981976e-19 -1.03393348e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.686        	((1.20852476e+00 -5.25283906e-01 -3.27206846e-19) (2.31666917e-01 -6.99484736e-02 4.89538991e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.69118971e-20 1.86712874e-19 2.75114533e-08) (-1.33872689e-18 1.38122370e-19 -1.43476991e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.741        	((1.20458830e+00 -5.05321786e-01 -3.26539882e-19) (2.31516269e-01 -6.91377211e-02 4.72986562e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.38878379e-20 1.86053181e-19 2.75051543e-08) (-1.32536881e-18 1.27754431e-19 -1.81131188e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.797        	((1.20104579e+00 -4.85542245e-01 -3.26213110e-19) (2.31336476e-01 -6.82480251e-02 4.58973642e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.08941070e-20 1.85442261e-19 2.75203358e-08) (-1.31191195e-18 1.14351750e-19 -2.18459663e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.852        	((1.19713405e+00 -4.64586143e-01 -3.25434249e-19) (2.31137965e-01 -6.72722622e-02 4.47933072e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.77271781e-20 1.84768108e-19 2.75476471e-08) (-1.29981991e-18 1.01862219e-19 -2.55272820e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.907        	((1.19323846e+00 -4.43648972e-01 -3.24775566e-19) (2.30925359e-01 -6.62089419e-02 4.39336326e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.45646671e-20 1.84091328e-19 2.76445578e-08) (-1.29827918e-18 9.52003057e-20 -2.90459736e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131.963        	((1.18909768e+00 -4.21931173e-01 -3.24349491e-19) (2.30680624e-01 -6.50833656e-02 4.27697397e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.12963192e-20 1.83363274e-19 2.77338924e-08) (-1.29567429e-18 8.85179550e-20 -3.25360146e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.018        	((1.18507935e+00 -4.00916814e-01 -3.23419775e-19) (2.30440803e-01 -6.38997554e-02 4.24054083e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.81391689e-20 1.82655589e-19 2.78270377e-08) (-1.29825398e-18 7.99287966e-20 -3.62230348e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.074        	((1.18068591e+00 -3.77063995e-01 -3.22769946e-19) (2.30181847e-01 -6.26306744e-02 4.22222141e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.45499582e-20 1.81893630e-19 2.78903134e-08) (-1.29511414e-18 7.08928295e-20 -3.99252696e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.13         	((1.17649916e+00 -3.54588710e-01 -3.22263791e-19) (2.29917529e-01 -6.12892635e-02 4.18336226e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.11788343e-20 1.81161977e-19 2.79610724e-08) (-1.29324583e-18 6.19019565e-20 -4.35883251e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.186        	((1.17234175e+00 -3.31521267e-01 -3.21560911e-19) (2.29644705e-01 -5.98787033e-02 4.13996631e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.77226786e-20 1.80426932e-19 2.80469514e-08) (-1.29116068e-18 5.26624559e-20 -4.71985084e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.242        	((1.16792902e+00 -3.06614899e-01 -3.20696804e-19) (2.29355322e-01 -5.83954634e-02 4.07783862e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.39919604e-20 1.79656313e-19 2.80652833e-08) (-1.29005661e-18 4.40288187e-20 -5.07675159e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.297        	((1.16362847e+00 -2.81915886e-01 -3.20018298e-19) (2.29044384e-01 -5.68281935e-02 3.97295019e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.02879044e-20 1.78912345e-19 2.80932832e-08) (-1.29202328e-18 3.74321381e-20 -5.41238307e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.353        	((1.15948551e+00 -2.56999279e-01 -3.19320210e-19) (2.28715449e-01 -5.51872353e-02 3.86271051e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.65671923e-20 1.78184873e-19 2.81167458e-08) (-1.29389007e-18 3.06482565e-20 -5.73107179e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.409        	((1.15559582e+00 -2.31953598e-01 -3.18881067e-19) (2.28354370e-01 -5.34695446e-02 3.77554840e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.28197423e-20 1.77519309e-19 2.80118004e-08) (-1.29483456e-18 2.08654996e-20 -6.02887470e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.466        	((1.15165074e+00 -2.05533956e-01 -3.18272576e-19) (2.28020668e-01 -5.16890815e-02 3.64066301e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.88672700e-20 1.76850601e-19 2.79477000e-08) (-1.29670042e-18 1.50713843e-20 -6.34435234e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.522        	((1.14791115e+00 -1.79464539e-01 -3.17879690e-19) (2.27688050e-01 -4.98384720e-02 3.79664382e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.49565093e-20 1.76229387e-19 2.77640776e-08) (-1.28243127e-18 -1.26651827e-20 -6.65560421e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.578        	((1.14451063e+00 -1.52543244e-01 -3.17715770e-19) (2.27360530e-01 -4.79270991e-02 4.23825487e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.09179342e-20 1.75690189e-19 2.73869648e-08) (-1.25344336e-18 -6.27287865e-20 -6.97001753e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.635        	((1.14103061e+00 -1.25041199e-01 -3.17365889e-19) (2.27038795e-01 -4.59208753e-02 4.52193287e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.78906500e-21 1.75139938e-19 2.70285749e-08) (-1.23687411e-18 -9.83668419e-20 -7.27454665e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.691        	((1.13781782e+00 -9.81194632e-02 -3.16541711e-19) (2.26707814e-01 -4.38639562e-02 4.39563062e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.74403432e-21 1.74669482e-19 2.65280761e-08) (-1.24585681e-18 -1.01950165e-19 -7.57581173e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.748        	((1.13449289e+00 -7.08921024e-02 -3.15966533e-19) (2.26369570e-01 -4.17512033e-02 3.75315100e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.35368965e-21 1.74188024e-19 2.60074824e-08) (-1.28702253e-18 -6.50477883e-20 -7.86828369e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.805        	((1.13161198e+00 -4.26530656e-02 -3.15535645e-19) (2.26052056e-01 -3.95633870e-02 3.16901153e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.61903880e-21 1.73795247e-19 2.53299242e-08) (-1.32557153e-18 -3.33837483e-20 -8.15267502e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.861        	((1.12872145e+00 -1.41947980e-02 -3.15081195e-19) (2.25754517e-01 -3.73333661e-02 2.52979241e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.92532369e-21 1.73433331e-19 2.45458156e-08) (-1.36687000e-18 2.65292391e-21 -8.45587911e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.919        	((1.12689571e+00 1.42414563e-02 -3.14796791e-19) (2.25466953e-01 -3.50337498e-02 2.01256228e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.42386170e-20 1.73258661e-19 2.36482739e-08) (-1.39963359e-18 2.90227349e-20 -8.76512743e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132.976        	((1.12525736e+00 4.32859006e-02 -3.14822635e-19) (2.25166440e-01 -3.26728637e-02 1.70087298e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.86648159e-20 1.73169215e-19 2.25506479e-08) (-1.41685369e-18 3.87564489e-20 -9.03745717e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.033        	((1.12349342e+00 7.12261909e-02 -3.14779419e-19) (2.24901909e-01 -3.02811510e-02 1.39534584e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.29018142e-20 1.73031437e-19 2.14824300e-08) (-1.43069667e-18 4.79498950e-20 -9.31667108e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.09         	((1.12190886e+00 1.00579722e-01 -3.15119839e-19) (2.24652655e-01 -2.78406030e-02 1.25357831e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.73910212e-20 1.72995263e-19 2.01938336e-08) (-1.44521307e-18 4.01796288e-20 -9.58334844e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.147        	((1.12041056e+00 1.29072051e-01 -3.14758948e-19) (2.24422910e-01 -2.53605030e-02 1.15786552e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.17563815e-20 1.72987409e-19 1.87924827e-08) (-1.46192168e-18 2.70300816e-20 -9.84788341e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.205        	((1.11958624e+00 1.58280632e-01 -3.14802890e-19) (2.24205191e-01 -2.28234275e-02 9.92876818e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.62634390e-20 1.73102235e-19 1.72677216e-08) (-1.47902246e-18 1.91997612e-20 -1.01139512e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.262        	((1.12016381e+00 1.85695596e-01 -3.14837710e-19) (2.23973579e-01 -2.02340338e-02 7.50103287e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.04775725e-20 1.73422482e-19 1.56015558e-08) (-1.49542725e-18 1.84878369e-20 -1.03293221e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.32         	((1.11991276e+00 2.15698294e-01 -3.15235168e-19) (2.23784735e-01 -1.75967478e-02 7.83028690e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.51385660e-20 1.73715879e-19 1.37784625e-08) (-1.50162651e-18 -5.32765822e-21 -1.05369485e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.377        	((1.12020965e+00 2.43036286e-01 -3.15218944e-19) (2.23620731e-01 -1.49351640e-02 1.00047142e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.93604858e-20 1.74011424e-19 1.18892530e-08) (-1.50008125e-18 -4.40215205e-20 -1.07332953e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.435        	((1.12157258e+00 2.71626208e-01 -3.16092169e-19) (2.23497683e-01 -1.22261972e-02 1.05168505e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.38027469e-20 1.74515383e-19 9.90203007e-09) (-1.49445381e-18 -6.71581257e-20 -1.09250950e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.494        	((1.12249835e+00 2.98941896e-01 -3.16307902e-19) (2.23372395e-01 -9.51109723e-03 9.04457479e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.80621843e-20 1.74958146e-19 7.87853112e-09) (-1.48949424e-18 -7.10683675e-20 -1.11014203e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.552        	((1.12335763e+00 3.26762934e-01 -3.16755200e-19) (2.23277387e-01 -6.78140821e-03 7.79846286e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.24170223e-20 1.75412123e-19 5.75339300e-09) (-1.47346990e-18 -7.48155416e-20 -1.12706006e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.61         	((1.12509565e+00 3.55491726e-01 -3.17543604e-19) (2.23201721e-01 -4.00241114e-03 6.58869226e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.69171699e-20 1.76024615e-19 3.48430870e-09) (-1.46214684e-18 -7.89994612e-20 -1.14260317e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.669        	((1.12734404e+00 3.83015951e-01 -3.18340670e-19) (2.23151809e-01 -1.21156082e-03 5.42211947e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.12419889e-20 1.76725742e-19 1.16998889e-09) (-1.45326407e-18 -8.23993207e-20 -1.15661278e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.727        	((1.12983972e+00 4.09616671e-01 -3.18737279e-19) (2.23131161e-01 1.58053756e-03 4.75089204e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.54365290e-20 1.77458030e-19 -1.12476926e-09) (-1.44546653e-18 -8.97663381e-20 -1.16902746e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.786        	((1.13286657e+00 4.35052738e-01 -3.19284022e-19) (2.23133892e-01 4.36127141e-03 3.71758235e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.94645791e-20 1.78293383e-19 -3.38095949e-09) (-1.44488762e-18 -1.04507700e-19 -1.17989767e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133.845        	((1.13611917e+00 4.59541308e-01 -3.19923350e-19) (2.23161716e-01 7.15167388e-03 3.44868506e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.33623007e-20 1.79164079e-19 -5.70473131e-09) (-1.44588815e-18 -1.32235482e-19 -1.18946270e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
